,Movie_Title,Distributor,Domestic_Total_Gross,Budget,Runtime(mins),Rating,Release_Date,Genre
686,Click,Revolution Studios,137355633,82500000,107,PG-13,2006-06-23,"Comedy, Drama, Fantasy, Romance"
687,Cars,Walt Disney Studios Motion Pictures,244082982,120000000,117,,2006-06-09,"Animation, Comedy, Family, Sport"
688,Cars,Walt Disney Studios Motion Pictures,244082982,120000000,117,,2006-06-09,"Animation, Comedy, Family, Sport"
689,The Break,Universal Pictures,118703275,52000000,106,PG-13,2006-06-02,"Comedy, Drama, Romance"
690,X,Twentieth Century Fox,234362462,210000000,104,PG-13,2006-05-26,"Action, Sci-Fi"
691,The Da Vinci Code,Sony Pictures Releasing,217536138,125000000,149,PG-13,2006-05-19,"Action, Mystery, Thriller"
692,Mission: Impossible III,Paramount Pictures,134029801,150000000,126,PG-13,2006-05-05,"Action, Adventure, Thriller"
693,Mission: Impossible III,Paramount Pictures,134029801,150000000,126,PG-13,2006-05-05,"Action, Adventure, Thriller"
694,RV,Sony Pictures Releasing,71726025,50000000,99,PG,2006-04-28,"Adventure, Comedy, Family"
695,Silent Hill,Sony Pictures Releasing,46982632,50000000,125,R,2006-04-21,Horror
696,Scary Movie 4,,90710620,45000000,83,PG-13,2006-04-14,Comedy
697,Ice Age: The Meltdown,Twentieth Century Fox,195330621,80000000,91,PG,2006-03-31,"Adventure, Animation, Comedy, Family"
698,Ice Age: The Meltdown,Twentieth Century Fox,195330621,80000000,91,PG,2006-03-31,"Adventure, Animation, Comedy, Family"
699,Inside Man,Universal Pictures,88513495,45000000,129,R,2006-03-24,"Crime, Drama, Mystery, Thriller"
700,V for Vendetta,Warner Bros.,70511035,54000000,132,R,2006-03-17,"Action, Drama, Sci-Fi, Thriller"
701,Failure to Launch,Paramount Pictures,88715192,50000000,97,PG-13,2006-03-10,"Comedy, Romance"
702,16 Blocks,Warner Bros.,36895141,,102,PG-13,2006-03-03,"Action, Crime, Drama, Thriller"
703,Madea's Family Reunion,Lionsgate,63318000,6000000,107,PG-13,2006-02-24,"Comedy, Drama, Romance"
704,Eight Below,Walt Disney Studios Motion Pictures,81612565,40000000,,PG,2006-02-17,"Adventure, Drama, Family"
705,Final Destination 3,New Line Cinema,54098051,25000000,93,R,2006-02-10,"Horror, Thriller"
706,When a Stranger Calls,Screen Gems,47860214,15000000,87,PG-13,2006-02-03,"Horror, Thriller"
707,Big Momma's House 2,Twentieth Century Fox,70165972,40000000,99,PG-13,2006-01-27,"Comedy, Crime"
708,Underworld: Evolution,Screen Gems,62318875,,106,R,2006-01-20,"Action, Fantasy, Sci-Fi, Thriller"
709,Glory Road,Walt Disney Studios Motion Pictures,42647449,,118,PG,2006-01-13,"Biography, Drama, Sport"
710,Hostel,Lionsgate,47326473,4800000,94,R,2006-01-06,Horror
711,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Walt Disney Studios Motion Pictures,291710957,180000000,143,PG,2005-12-09,"Adventure, Family, Fantasy"
712,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Walt Disney Studios Motion Pictures,291710957,180000000,143,PG,2005-12-09,"Adventure, Family, Fantasy"
713,King Kong,Universal Pictures,218080025,207000000,187,PG-13,2005-12-14,"Action, Adventure, Drama, Romance"
714,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Walt Disney Studios Motion Pictures,291710957,180000000,143,PG,2005-12-09,"Adventure, Family, Fantasy"
715,Harry Potter and the Goblet of Fire,Warner Bros.,290013036,150000000,157,PG-13,2005-11-18,"Adventure, Family, Fantasy, Mystery"
716,Harry Potter and the Goblet of Fire,Warner Bros.,290013036,150000000,157,PG-13,2005-11-18,"Adventure, Family, Fantasy, Mystery"
717,Harry Potter and the Goblet of Fire,Warner Bros.,290013036,150000000,157,PG-13,2005-11-18,"Adventure, Family, Fantasy, Mystery"
718,Chicken Little,Walt Disney Studios Motion Pictures,135386665,150000000,81,G,2005-11-04,"Adventure, Animation, Comedy, Family, Fantasy, Sci-Fi"
719,Chicken Little,Walt Disney Studios Motion Pictures,135386665,150000000,81,G,2005-11-04,"Adventure, Animation, Comedy, Family, Fantasy, Sci-Fi"
720,Saw II,Lionsgate,87039965,4000000,93,R,2005-10-28,"Horror, Mystery"
721,Doom,Universal Pictures,28212337,60000000,105,R,2005-10-21,"Action, Adventure, Fantasy, Horror, Sci-Fi, War"
722,The Fog,Revolution Studios,29550869,18000000,100,PG-13,2005-10-14,Horror
723,Flightplan,Walt Disney Studios Motion Pictures,89707299,,98,PG-13,2005-09-23,"Drama, Mystery, Thriller"
724,Flightplan,Walt Disney Studios Motion Pictures,89707299,,98,PG-13,2005-09-23,"Drama, Mystery, Thriller"
725,Just Like Heaven,DreamWorks Distribution,48318130,58000000,95,PG-13,2005-09-16,"Comedy, Drama, Fantasy, Romance"
726,The Exorcism of Emily Rose,Screen Gems,75072454,19000000,119,PG-13,2005-09-09,"Drama, Horror, Thriller"
727,Transporter 2,Twentieth Century Fox,43095856,32000000,87,PG-13,2005-09-02,"Action, Thriller"
728,The 40,Universal Pictures,109449237,26000000,116,R,2005-08-19,"Comedy, Romance"
729,The 40,Universal Pictures,109449237,26000000,116,R,2005-08-19,"Comedy, Romance"
730,Four Brothers,Paramount Pictures,74494381,45000000,109,R,2005-08-12,"Action, Crime, Drama, Mystery, Thriller"
731,The Dukes of Hazzard,Warner Bros.,80270227,50000000,104,PG-13,2005-08-05,Comedy
732,Wedding Crashers,New Line Cinema,209255921,40000000,119,R,2005-07-15,"Comedy, Romance"
733,Charlie and the Chocolate Factory,Warner Bros.,206459076,150000000,115,PG,2005-07-15,"Adventure, Comedy, Family, Fantasy, Musical"
734,Charlie and the Chocolate Factory,Warner Bros.,206459076,150000000,115,PG,2005-07-15,"Adventure, Comedy, Family, Fantasy, Musical"
735,Fantastic Four,Twentieth Century Fox,154696080,100000000,106,PG-13,2005-07-08,"Action, Adventure, Fantasy, Sci-Fi"
736,War of the Worlds,Paramount Pictures,234280354,132000000,116,PG-13,2005-06-29,"Adventure, Sci-Fi, Thriller"
737,Batman Begins,Warner Bros.,205343774,150000000,140,PG-13,2005-06-15,"Action, Adventure"
738,Batman Begins,Warner Bros.,205343774,150000000,140,PG-13,2005-06-15,"Action, Adventure"
739,Mr. & Mrs. Smith,Twentieth Century Fox,186336279,110000000,,PG-13,2005-06-10,"Action, Comedy, Crime, Thriller"
740,Madagascar,DreamWorks Distribution,193595521,,86,PG,2005-05-27,"Adventure, Animation, Comedy, Family"
741,Star Wars: Episode III,Twentieth Century Fox,380270577,113000000,140,PG-13,2005-05-19,"Action, Adventure, Fantasy, Sci-Fi"
742,Star Wars: Episode III,Twentieth Century Fox,380270577,113000000,140,PG-13,2005-05-19,"Action, Adventure, Fantasy, Sci-Fi"
743,Star Wars: Episode III,Twentieth Century Fox,380270577,113000000,140,PG-13,2005-05-19,"Action, Adventure, Fantasy, Sci-Fi"
744,Kingdom of Heaven,Twentieth Century Fox,47398413,130000000,144,R,2005-05-06,"Action, Adventure, Drama, History, War"
745,The Hitchhiker's Guide to the Galaxy,Walt Disney Studios Motion Pictures,51085416,50000000,109,PG,2005-04-29,"Adventure, Comedy, Sci-Fi"
746,The Interpreter,Universal Pictures,72708161,80000000,128,PG-13,2005-04-22,"Crime, Mystery, Thriller"
747,The Amityville Horror,Metro-Goldwyn-Mayer (MGM),65233369,19000000,90,R,2005-04-15,Horror
748,Sahara,Paramount Pictures,68671925,130000000,124,PG-13,2005-04-08,"Action, Adventure, Comedy, Thriller, War, Western"
749,Sin City,Dimension Films,74103820,40000000,124,R,2005-04-01,"Crime, Thriller"
750,Guess Who,Sony Pictures Releasing,68915888,,105,PG-13,2005-03-25,"Comedy, Romance"
751,The Ring Two,DreamWorks Distribution,76231249,,110,PG-13,2005-03-18,"Horror, Mystery"
752,Robots,Twentieth Century Fox,128200012,75000000,91,,2005-03-11,"Adventure, Animation, Comedy, Family, Sci-Fi"
753,The Pacifier,Walt Disney Studios Motion Pictures,113086868,56000000,95,PG,2005-03-04,"Action, Comedy, Drama, Family"
754,Diary of a Mad Black Woman,Lionsgate,50633099,5500000,116,PG-13,2005-02-25,"Comedy, Drama, Romance"
755,Hitch,Sony Pictures Releasing,179495555,70000000,118,PG-13,2005-02-11,"Comedy, Romance"
756,Hitch,Sony Pictures Releasing,179495555,70000000,118,PG-13,2005-02-11,"Comedy, Romance"
757,Boogeyman,Screen Gems,46752382,20000000,89,PG-13,2005-02-04,"Drama, Horror, Mystery, Thriller"
758,Hide and Seek,Twentieth Century Fox,51100486,,101,R,2005-01-28,"Drama, Horror, Mystery, Thriller"
759,Are We There Yet?,Revolution Studios,82674398,32000000,95,PG,2005-01-21,"Adventure, Comedy, Family, Fantasy, Romance"
760,Coach Carter,Paramount Pictures,67264877,30000000,136,PG-13,2005-01-14,"Biography, Drama, Sport"
761,Meet the Fockers,Universal Pictures,279261160,80000000,115,PG-13,2004-12-22,"Comedy, Romance"
762,Meet the Fockers,Universal Pictures,279261160,80000000,115,PG-13,2004-12-22,"Comedy, Romance"
763,Meet the Fockers,Universal Pictures,279261160,80000000,115,PG-13,2004-12-22,"Comedy, Romance"
764,Lemony Snicket's A Series of Unfortunate Events,Paramount Pictures,118634549,140000000,108,PG,2004-12-17,"Adventure, Comedy, Family, Fantasy"
765,Ocean's Twelve,Warner Bros.,125544280,110000000,125,PG-13,2004-12-10,"Crime, Thriller"
766,National Treasure,Walt Disney Studios Motion Pictures,173008894,100000000,131,PG,2004-11-19,"Action, Adventure, Mystery, Thriller"
767,National Treasure,Walt Disney Studios Motion Pictures,173008894,100000000,131,PG,2004-11-19,"Action, Adventure, Mystery, Thriller"
768,National Treasure,Walt Disney Studios Motion Pictures,173008894,100000000,131,PG,2004-11-19,"Action, Adventure, Mystery, Thriller"
769,The Incredibles,Walt Disney Studios Motion Pictures,261441092,92000000,115,,2004-11-05,"Action, Adventure, Animation, Family"
770,The Incredibles,Walt Disney Studios Motion Pictures,261441092,92000000,115,,2004-11-05,"Action, Adventure, Animation, Family"
771,The Grudge,Sony Pictures Releasing,110359362,10000000,91,PG-13,2004-10-22,"Horror, Mystery, Thriller"
772,The Grudge,Sony Pictures Releasing,110359362,10000000,91,PG-13,2004-10-22,"Horror, Mystery, Thriller"
773,Shark Tale,DreamWorks Distribution,160861908,75000000,90,PG,2004-10-01,"Adventure, Animation, Comedy, Family, Fantasy"
774,Shark Tale,DreamWorks Distribution,160861908,75000000,90,PG,2004-10-01,"Adventure, Animation, Comedy, Family, Fantasy"
775,Shark Tale,DreamWorks Distribution,160861908,75000000,90,PG,2004-10-01,"Adventure, Animation, Comedy, Family, Fantasy"
776,The Forgotten,Revolution Studios,67133509,42000000,91,PG-13,2004-09-24,"Drama, Mystery, Sci-Fi, Thriller"
777,Sky Captain and the World of Tomorrow,Paramount Pictures,37762677,70000000,106,PG,2004-09-17,"Action, Adventure, Mystery, Sci-Fi, Thriller"
778,Resident Evil: Apocalypse,Screen Gems,51201453,45000000,94,R,2004-09-10,"Action, Horror, Sci-Fi, Thriller"
779,Without a Paddle,Paramount Pictures,58169327,19000000,95,PG-13,2004-08-20,"Adventure, Comedy, Mystery"
780,Hero,Miramax,53710019,31000000,107,PG-13,2004-08-27,"Action, Adventure, History"
781,Exorcist: The Beginning,Warner Bros.,41821986,80000000,114,R,2004-08-20,"Horror, Mystery, Thriller"
782,Alien vs. Predator,Twentieth Century Fox,80282231,60000000,101,PG-13,2004-08-13,"Action, Adventure, Horror, Sci-Fi, Thriller"
783,Collateral,DreamWorks Distribution,101005703,65000000,,R,2004-08-06,"Crime, Drama, Thriller"
784,The Village,Walt Disney Studios Motion Pictures,114197520,60000000,108,PG-13,2004-07-30,"Drama, Mystery, Thriller"
785,The Bourne Supremacy,Universal Pictures,176241941,75000000,108,PG-13,2004-07-23,"Action, Mystery, Thriller"
786,"I, Robot",Twentieth Century Fox,144801023,120000000,115,PG-13,2004-07-16,"Action, Crime, Drama, Sci-Fi, Thriller"
787,Spider,Sony Pictures Releasing,373585825,200000000,127,PG-13,2004-06-30,"Action, Adventure, Sci-Fi"
788,Spider,Sony Pictures Releasing,373585825,200000000,127,PG-13,2004-06-30,"Action, Adventure, Sci-Fi"
789,Spider,Sony Pictures Releasing,373585825,200000000,127,PG-13,2004-06-30,"Action, Adventure, Sci-Fi"
790,Dodgeball: A True Underdog Story,Twentieth Century Fox,114326736,20000000,92,PG-13,2004-06-18,"Comedy, Sport"
791,Harry Potter and the Prisoner of Azkaban,Warner Bros.,249541069,130000000,142,PG,2004-06-04,"Adventure, Family, Fantasy, Mystery"
792,Harry Potter and the Prisoner of Azkaban,Warner Bros.,249541069,130000000,142,PG,2004-06-04,"Adventure, Family, Fantasy, Mystery"
793,Shrek 2,DreamWorks Distribution,441226247,150000000,93,PG,2004-05-19,"Adventure, Animation, Comedy, Family, Fantasy, Romance"
794,Shrek 2,DreamWorks Distribution,441226247,150000000,93,PG,2004-05-19,"Adventure, Animation, Comedy, Family, Fantasy, Romance"
795,Troy,Warner Bros.,133378256,175000000,163,R,2004-05-14,"Drama, History"
796,Van Helsing,Universal Pictures,120177084,160000000,131,PG-13,2004-05-07,"Action, Adventure, Fantasy"
797,Mean Girls,Paramount Pictures,86058055,17000000,97,PG-13,2004-04-30,Comedy
798,Kill Bill: Vol. 2,Miramax,66208183,30000000,137,R,2004-04-16,"Action, Crime, Thriller"
799,The Passion of the Christ,Newmarket Films,370274604,30000000,127,R,2004-02-25,Drama
800,Hellboy,Revolution Studios,59623958,66000000,122,PG-13,2004-04-02,"Action, Fantasy, Horror, Sci-Fi"
801,Scooby,Warner Bros.,84216833,,93,PG,2004-03-26,"Adventure, Comedy, Family, Fantasy, Horror, Mystery, Sci-Fi"
802,Dawn of the Dead,Universal Pictures,59020957,26000000,101,R,2004-03-19,"Action, Horror"
803,The Passion of the Christ,Newmarket Films,370274604,30000000,127,R,2004-02-25,Drama
804,The Passion of the Christ,Newmarket Films,370274604,30000000,127,R,2004-02-25,Drama
805,The Passion of the Christ,Newmarket Films,370274604,30000000,127,R,2004-02-25,Drama
806,The Passion of the Christ,Newmarket Films,370274604,30000000,127,R,2004-02-25,Drama
807,50 First Dates,Sony Pictures Releasing,120908074,75000000,99,PG-13,2004-02-13,"Comedy, Drama, Romance"
808,Barbershop 2: Back in Business,Metro-Goldwyn-Mayer (MGM),65111277,30000000,106,PG-13,2004-02-06,"Comedy, Drama"
809,You Got Served,Screen Gems,40363810,8000000,95,PG-13,2004-01-30,"Drama, Music"
810,The Butterfly Effect,New Line Cinema,57938693,13000000,113,R,2004-01-23,"Drama, Sci-Fi, Thriller"
811,Along Came Polly,Universal Pictures,88097164,42000000,90,PG-13,2004-01-16,"Comedy, Romance"
812,The Lord of the Rings: The Return of the King,New Line Cinema,377027325,94000000,201,PG-13,2003-12-17,"Adventure, Drama, Fantasy"
813,The Lord of the Rings: The Return of the King,New Line Cinema,377027325,94000000,201,PG-13,2003-12-17,"Adventure, Drama, Fantasy"
814,The Lord of the Rings: The Return of the King,New Line Cinema,377027325,94000000,201,PG-13,2003-12-17,"Adventure, Drama, Fantasy"
815,The Lord of the Rings: The Return of the King,New Line Cinema,377027325,94000000,201,PG-13,2003-12-17,"Adventure, Drama, Fantasy"
816,The Lord of the Rings: The Return of the King,New Line Cinema,377027325,94000000,201,PG-13,2003-12-17,"Adventure, Drama, Fantasy"
817,The Last Samurai,Warner Bros.,111127263,140000000,154,R,2003-12-05,"Action, Drama, War"
818,The Haunted Mansion,Walt Disney Studios Motion Pictures,75847266,90000000,88,PG,2003-11-26,"Comedy, Family, Fantasy, Horror, Mystery"
819,The Cat in the Hat,Universal Pictures,101149285,109000000,82,PG,2003-11-21,"Adventure, Comedy, Family, Fantasy"
820,Master and Commander: The Far Side of the World,Twentieth Century Fox,93927920,150000000,138,PG-13,2003-11-14,"Action, Adventure, Drama, History, War"
821,The Matrix Revolutions,Warner Bros.,139313948,150000000,129,R,2003-11-05,"Action, Sci-Fi"
822,The Matrix Revolutions,Warner Bros.,139313948,150000000,129,R,2003-11-05,"Action, Sci-Fi"
823,Scary Movie 3,Dimension Films,110003217,48000000,84,PG-13,2003-10-24,Comedy
824,The Texas Chainsaw Massacre,New Line Cinema,80571655,9500000,98,R,2003-10-17,Horror
825,School of Rock,Paramount Pictures,81261177,35000000,109,PG-13,2003-10-03,"Comedy, Music"
826,School of Rock,Paramount Pictures,81261177,35000000,109,PG-13,2003-10-03,"Comedy, Music"
827,The Rundown,Universal Pictures,47726342,85000000,104,PG-13,2003-09-26,"Action, Adventure, Comedy, Thriller"
828,Underworld,Screen Gems,51970690,22000000,121,R,2003-09-19,"Action, Fantasy, Thriller"
829,Once Upon a Time in Mexico,Sony Pictures Releasing,56359780,29000000,102,R,2003-09-12,"Action, Crime, Thriller"
830,Jeepers Creepers 2,United Artists,35667218,17000000,104,R,2003-08-29,Horror
831,Jeepers Creepers 2,United Artists,35667218,17000000,104,R,2003-08-29,Horror
832,Freddy vs. Jason,New Line Cinema,82622655,30000000,97,R,2003-08-15,"Action, Horror"
833,Freddy vs. Jason,New Line Cinema,82622655,30000000,97,R,2003-08-15,"Action, Horror"
834,S.W.A.T.,Sony Pictures Releasing,116934650,80000000,117,PG-13,2003-08-08,"Action, Adventure, Crime, Thriller"
835,American Wedding,Universal Pictures,104565114,55000000,96,R,2003-08-01,Comedy
836,Spy Kids 3,Dimension Films,111761982,38000000,84,PG,2003-07-25,"Action, Adventure, Comedy, Family, Sci-Fi"
837,Bad Boys II,Sony Pictures Releasing,138608444,130000000,147,R,2003-07-18,"Action, Comedy, Crime, Thriller"
838,Pirates of the Caribbean: The Curse of the Black Pearl,Walt Disney Studios Motion Pictures,305413918,140000000,143,PG-13,2003-07-09,"Action, Adventure, Fantasy"
839,Terminator 3: Rise of the Machines,Warner Bros.,150371112,200000000,109,R,2003-07-02,"Action, Sci-Fi"
840,Charlie's Angels: Full Throttle,Sony Pictures Releasing,100830111,120000000,106,PG-13,2003-06-27,"Action, Adventure, Comedy, Crime"
841,Hulk,Universal Pictures,132177234,137000000,138,PG-13,2003-06-20,"Action, Sci-Fi"
842,Finding Nemo,Walt Disney Studios Motion Pictures,339714978,94000000,100,,2003-05-30,"Adventure, Animation, Comedy, Family"
843,Finding Nemo,Walt Disney Studios Motion Pictures,339714978,94000000,100,,2003-05-30,"Adventure, Animation, Comedy, Family"
844,Finding Nemo,Walt Disney Studios Motion Pictures,339714978,94000000,100,,2003-05-30,"Adventure, Animation, Comedy, Family"
845,Bruce Almighty,Universal Pictures,242829261,81000000,101,PG-13,2003-05-23,"Comedy, Drama, Fantasy"
846,The Matrix Reloaded,Warner Bros.,281576461,150000000,138,R,2003-05-15,"Action, Sci-Fi"
847,X2: X,Twentieth Century Fox,214949694,110000000,134,PG-13,2003-05-02,"Action, Sci-Fi, Thriller"
848,X2: X,Twentieth Century Fox,214949694,110000000,134,PG-13,2003-05-02,"Action, Sci-Fi, Thriller"
849,Identity,Sony Pictures Releasing,52159536,28000000,90,R,2003-04-25,"Mystery, Thriller"
850,Anger Management,Revolution Studios,135645823,75000000,106,PG-13,2003-04-11,Comedy
851,Anger Management,Revolution Studios,135645823,75000000,106,PG-13,2003-04-11,Comedy
852,Phone Booth,Twentieth Century Fox,46566212,13000000,81,R,2003-04-04,"Crime, Thriller"
853,Head of State,DreamWorks Distribution,38125247,35200000,95,PG-13,2003-03-28,Comedy
854,Bringing Down the House,Walt Disney Studios Motion Pictures,132716677,33000000,105,PG-13,2003-03-07,Comedy
855,Bringing Down the House,Walt Disney Studios Motion Pictures,132716677,33000000,105,PG-13,2003-03-07,Comedy
856,Bringing Down the House,Walt Disney Studios Motion Pictures,132716677,33000000,105,PG-13,2003-03-07,Comedy
857,Cradle 2 the Grave,Warner Bros.,34712347,25000000,101,R,2003-02-28,"Action, Crime, Drama, Thriller"
858,Old School,DreamWorks Distribution,75585093,24000000,88,R,2003-02-21,Comedy
859,Daredevil,Twentieth Century Fox,102543518,78000000,103,PG-13,2003-02-14,"Action, Crime"
860,How to Lose a Guy in 10 Days,Paramount Pictures,105813373,,116,PG-13,2003-02-07,"Comedy, Romance"
861,The Recruit,Walt Disney Studios Motion Pictures,52802140,,115,PG-13,2003-01-31,"Action, Thriller"
862,Darkness Falls,Revolution Studios,32551396,11000000,86,PG-13,2003-01-24,"Fantasy, Horror, Mystery, Thriller"
863,Kangaroo Jack,Warner Bros.,66934963,60000000,89,,2003-01-17,"Action, Adventure, Comedy, Crime, Family"
864,Just Married,Twentieth Century Fox,56127162,18000000,95,PG-13,2003-01-10,"Comedy, Romance"
865,The Lord of the Rings: The Two Towers,New Line Cinema,339789881,94000000,179,PG-13,2002-12-18,"Adventure, Drama, Fantasy"
866,The Lord of the Rings: The Two Towers,New Line Cinema,339789881,94000000,179,PG-13,2002-12-18,"Adventure, Drama, Fantasy"
867,The Lord of the Rings: The Two Towers,New Line Cinema,339789881,94000000,179,PG-13,2002-12-18,"Adventure, Drama, Fantasy"
868,The Lord of the Rings: The Two Towers,New Line Cinema,339789881,94000000,179,PG-13,2002-12-18,"Adventure, Drama, Fantasy"
869,Die Another Day,Metro-Goldwyn-Mayer (MGM),160942139,142000000,133,PG-13,2002-11-22,"Action, Adventure, Thriller"
870,Die Another Day,Metro-Goldwyn-Mayer (MGM),160942139,142000000,133,PG-13,2002-11-22,"Action, Adventure, Thriller"
871,Die Another Day,Metro-Goldwyn-Mayer (MGM),160942139,142000000,133,PG-13,2002-11-22,"Action, Adventure, Thriller"
872,Harry Potter and the Chamber of Secrets,Warner Bros.,261988482,100000000,161,PG,2002-11-15,"Adventure, Family, Fantasy, Mystery"
873,8 Mile,Universal Pictures,116750901,41000000,110,R,2002-11-08,"Drama, Music"
874,The Santa Clause 2,Walt Disney Studios Motion Pictures,139236327,65000000,104,,2002-11-01,"Comedy, Family, Fantasy"
875,Jackass: The Movie,Paramount Pictures,64255312,5000000,87,R,2002-10-25,"Action, Comedy, Documentary"
876,The Ring,DreamWorks Distribution,129128133,48000000,115,PG-13,2002-10-18,"Horror, Mystery"
877,Red Dragon,Universal Pictures,93149898,78000000,124,R,2002-10-04,"Crime, Drama, Thriller"
878,Red Dragon,Universal Pictures,93149898,78000000,124,R,2002-10-04,"Crime, Drama, Thriller"
879,Sweet Home Alabama,Walt Disney Studios Motion Pictures,127223418,30000000,108,PG-13,2002-09-27,"Comedy, Romance"
880,Barbershop,Metro-Goldwyn-Mayer (MGM),75782105,12000000,102,PG-13,2002-09-13,"Comedy, Drama"
881,Barbershop,Metro-Goldwyn-Mayer (MGM),75782105,12000000,102,PG-13,2002-09-13,"Comedy, Drama"
882,Signs,Walt Disney Studios Motion Pictures,227966634,72000000,106,PG-13,2002-08-02,"Drama, Mystery, Sci-Fi, Thriller"
883,Signs,Walt Disney Studios Motion Pictures,227966634,72000000,106,PG-13,2002-08-02,"Drama, Mystery, Sci-Fi, Thriller"
884,xXx,Revolution Studios,142109382,70000000,124,PG-13,2002-08-09,"Action, Adventure, Thriller"
885,xXx,Revolution Studios,142109382,70000000,124,PG-13,2002-08-09,"Action, Adventure, Thriller"
886,Signs,Walt Disney Studios Motion Pictures,227966634,72000000,106,PG-13,2002-08-02,"Drama, Mystery, Sci-Fi, Thriller"
887,Austin Powers in Goldmember,New Line Cinema,213307889,63000000,94,PG-13,2002-07-26,"Action, Adventure, Comedy, Crime"
888,Stuart Little 2,Sony Pictures Releasing,64956806,120000000,77,PG,2002-07-19,"Adventure, Animation, Comedy, Family, Fantasy"
889,Men in Black II,Sony Pictures Releasing,190418803,140000000,88,PG-13,2002-07-03,"Action, Adventure, Comedy, Mystery, Sci-Fi"
890,Men in Black II,Sony Pictures Releasing,190418803,140000000,88,PG-13,2002-07-03,"Action, Adventure, Comedy, Mystery, Sci-Fi"
891,Mr. Deeds,Sony Pictures Releasing,126293452,50000000,96,PG-13,2002-06-28,"Comedy, Romance"
892,Lilo & Stitch,Walt Disney Studios Motion Pictures,145794338,80000000,85,PG,2002-06-21,"Adventure, Animation, Comedy, Drama, Family, Fantasy, Sci-Fi"
893,Scooby,Warner Bros.,153294164,84000000,86,PG,2002-06-14,"Adventure, Comedy, Family, Fantasy, Mystery"
894,The Sum of All Fears,Paramount Pictures,118907036,68000000,124,PG-13,2002-05-31,"Action, Drama, Thriller, War"
895,The Sum of All Fears,Paramount Pictures,118907036,68000000,124,PG-13,2002-05-31,"Action, Drama, Thriller, War"
896,Star Wars: Episode II,Twentieth Century Fox,302191252,115000000,142,PG,2002-05-16,"Action, Adventure, Fantasy, Sci-Fi"
897,Star Wars: Episode II,Twentieth Century Fox,302191252,115000000,142,PG,2002-05-16,"Action, Adventure, Fantasy, Sci-Fi"
898,Spider,Sony Pictures Releasing,403706375,139000000,121,PG-13,2002-05-03,"Action, Adventure, Sci-Fi"
899,Spider,Sony Pictures Releasing,403706375,139000000,121,PG-13,2002-05-03,"Action, Adventure, Sci-Fi"
900,The Scorpion King,Universal Pictures,91047077,60000000,92,PG-13,2002-04-19,"Action, Adventure, Fantasy, Thriller"
901,The Scorpion King,Universal Pictures,91047077,60000000,92,PG-13,2002-04-19,"Action, Adventure, Fantasy, Thriller"
902,Changing Lanes,Paramount Pictures,66818548,45000000,98,R,2002-04-12,"Drama, Thriller"
903,Panic Room,Sony Pictures Releasing,96397334,48000000,112,R,2002-03-29,"Crime, Drama, Thriller"
904,Panic Room,Sony Pictures Releasing,96397334,48000000,112,R,2002-03-29,"Crime, Drama, Thriller"
905,Blade II,New Line Cinema,82348319,54000000,117,R,2002-03-22,"Action, Horror, Sci-Fi, Thriller"
906,Ice Age,Twentieth Century Fox,176387405,59000000,81,PG,2002-03-15,"Adventure, Animation, Comedy, Family, Fantasy"
907,The Time Machine,DreamWorks Distribution,56832494,80000000,96,PG-13,2002-03-08,"Action, Adventure, Sci-Fi"
908,We Were Soldiers,Paramount Pictures,78122718,75000000,138,R,2002-03-01,"Action, Drama, History, War"
909,Queen of the Damned,Warner Bros.,30336800,35000000,101,R,2002-02-22,"Drama, Fantasy, Horror"
910,John Q,New Line Cinema,71756802,36000000,116,PG-13,2002-02-15,"Crime, Drama, Thriller"
911,Collateral Damage,Warner Bros.,40077257,85000000,108,R,2002-02-08,"Action, Drama, Thriller"
912,The Lord of the Rings: The Fellowship of the Ring,New Line Cinema,313364114,93000000,178,PG-13,2001-12-19,"Adventure, Drama, Fantasy"
913,The Lord of the Rings: The Fellowship of the Ring,New Line Cinema,313364114,93000000,178,PG-13,2001-12-19,"Adventure, Drama, Fantasy"
914,The Lord of the Rings: The Fellowship of the Ring,New Line Cinema,313364114,93000000,178,PG-13,2001-12-19,"Adventure, Drama, Fantasy"
915,The Lord of the Rings: The Fellowship of the Ring,New Line Cinema,313364114,93000000,178,PG-13,2001-12-19,"Adventure, Drama, Fantasy"
916,Vanilla Sky,Paramount Pictures,100618344,68000000,136,R,2001-12-14,"Fantasy, Mystery, Romance, Sci-Fi, Thriller"
917,Ocean's Eleven,Warner Bros.,183417150,85000000,116,PG-13,2001-12-07,"Crime, Thriller"
918,Harry Potter and the Sorcerer's Stone,Warner Bros.,317575550,125000000,152,PG,2001-11-16,"Adventure, Family, Fantasy"
919,Harry Potter and the Sorcerer's Stone,Warner Bros.,317575550,125000000,152,PG,2001-11-16,"Adventure, Family, Fantasy"
920,Harry Potter and the Sorcerer's Stone,Warner Bros.,317575550,125000000,152,PG,2001-11-16,"Adventure, Family, Fantasy"
921,"Monsters, Inc.",Walt Disney Studios Motion Pictures,255873250,115000000,92,G,2001-11-02,"Adventure, Animation, Comedy, Family, Fantasy"
922,"Monsters, Inc.",Walt Disney Studios Motion Pictures,255873250,115000000,92,G,2001-11-02,"Adventure, Animation, Comedy, Family, Fantasy"
