Movie_Title,Budgets
"<a href=""/movie/Oliver-Twist#tab=summary"">Oliver Twist</a>","$65,000,000"
"<a href=""/movie/Tian-jiang-xiong-shi#tab=summary"">Tian jiang xiong shi</a>","$65,000,000"
"<a href=""/movie/Air-Strike-(China)-(2018)#tab=summary"">Air Strike</a>","$65,000,000"
"<a href=""/movie/Little-Man#tab=summary"">Little Man</a>","$64,000,000"
"<a href=""/movie/Random-Hearts#tab=summary"">Random Hearts</a>","$64,000,000"
"<a href=""/movie/Perfume-The-Story-of-a-Murderer#tab=summary"">Perfume: The Story of a Murderer</a>","$63,700,000"
"<a href=""/movie/Jurassic-Park#tab=summary"">Jurassic Park</a>","$63,000,000"
"<a href=""/movie/Austin-Powers-in-Goldmember#tab=summary"">Austin Powers in Goldmember</a>","$63,000,000"
"<a href=""/movie/Hop#tab=summary"">Hop</a>","$63,000,000"
"<a href=""/movie/American-Assassin#tab=summary"">American Assassin</a>","$63,000,000"
"<a href=""/movie/Wyatt-Earp#tab=summary"">Wyatt Earp</a>","$63,000,000"
"<a href=""/movie/Clear-and-Present-Danger#tab=summary"">Clear and Present Danger</a>","$62,000,000"
"<a href=""/movie/U-571#tab=summary"">U-571</a>","$62,000,000"
"<a href=""/movie/American-President-The#tab=summary"">The American President</a>","$62,000,000"
"<a href=""/movie/Hateful-Eight-The#tab=summary"">The Hateful Eight</a>","$62,000,000"
"<a href=""/movie/Love-Guru-The#tab=summary"">The Love Guru</a>","$62,000,000"
"<a href=""/movie/3000-Miles-to-Graceland#tab=summary"">3000 Miles to Graceland</a>","$62,000,000"
"<a href=""/movie/Gone-Girl#tab=summary"">Gone Girl</a>","$61,000,000"
"<a href=""/movie/Blades-of-Glory#tab=summary"">Blades of Glory</a>","$61,000,000"
"<a href=""/movie/Maze-Runner-The-Scorch-Trials#tab=summary"">Maze Runner: The Scorch Trials</a>","$61,000,000"
"<a href=""/movie/2-Guns#tab=summary"">2 Guns</a>","$61,000,000"
"<a href=""/movie/Maze-Runner-The-Death-Cure#tab=summary"">Maze Runner: The Death Cure</a>","$61,000,000"
"<a href=""/movie/Dogs-Way-Home-A-(2019)#tab=summary"">A Dogâs Way Home</a>","$61,000,000"
"<a href=""/movie/Mei-Ren-Yu#tab=summary"">Mei Ren Yu</a>","$60,720,000"
"<a href=""/movie/Meet-the-Fockers#tab=summary"">Meet the Fockers</a>","$60,000,000"
"<a href=""/movie/LEGO-Movie-The#tab=summary"">The Lego Movie</a>","$60,000,000"
"<a href=""/movie/300#tab=summary"">300</a>","$60,000,000"
"<a href=""/movie/Wild-Hogs#tab=summary"">Wild Hogs</a>","$60,000,000"
"<a href=""/movie/Marley-and-Me#tab=summary"">Marley &amp; Me</a>","$60,000,000"
"<a href=""/movie/Green-Mile-The#tab=summary"">The Green Mile</a>","$60,000,000"
"<a href=""/movie/Truman-Show-The#tab=summary"">The Truman Show</a>","$60,000,000"
"<a href=""/movie/Sully#tab=summary"">Sully</a>","$60,000,000"
"<a href=""/movie/Bourne-Identity-The#tab=summary"">The Bourne Identity</a>","$60,000,000"
"<a href=""/movie/Couples-Retreat#tab=summary"">Couples Retreat</a>","$60,000,000"
"<a href=""/movie/Goldeneye#tab=summary"">Goldeneye</a>","$60,000,000"
"<a href=""/movie/Italian-Job-The-(2003)#tab=summary"">The Italian Job</a>","$60,000,000"
"<a href=""/movie/Daddy-Day-Care#tab=summary"">Daddy Day Care</a>","$60,000,000"
"<a href=""/movie/Generals-Daughter-The#tab=summary"">The General's Daughter</a>","$60,000,000"
"<a href=""/movie/Prince-of-Egypt-The#tab=summary"">The Prince of Egypt</a>","$60,000,000"
"<a href=""/movie/Collateral#tab=summary"">Collateral</a>","$60,000,000"
"<a href=""/movie/Cats-and-Dogs#tab=summary"">Cats &amp; Dogs</a>","$60,000,000"
"<a href=""/movie/Two-Weeks-Notice#tab=summary"">Two Weeks Notice</a>","$60,000,000"
"<a href=""/movie/Antz#tab=summary"">Antz</a>","$60,000,000"
"<a href=""/movie/Scorpion-King-The#tab=summary"">The Scorpion King</a>","$60,000,000"
"<a href=""/movie/Red-(2010)#tab=summary"">Red</a>","$60,000,000"
"<a href=""/movie/Starsky-and-Hutch#tab=summary"">Starsky &amp; Hutch</a>","$60,000,000"
"<a href=""/movie/Days-of-Thunder#tab=summary"">Days of Thunder</a>","$60,000,000"
"<a href=""/movie/Cheaper-by-the-Dozen-2#tab=summary"">Cheaper by the Dozen 2</a>","$60,000,000"
"<a href=""/movie/Eat-Pray-Love#tab=summary"">Eat Pray Love</a>","$60,000,000"
"<a href=""/movie/Jack-Reacher#tab=summary"">Jack Reacher</a>","$60,000,000"
"<a href=""/movie/Man-on-Fire-(2004)#tab=summary"">Man on Fire</a>","$60,000,000"
"<a href=""/movie/Family-Man-The#tab=summary"">The Family Man</a>","$60,000,000"
"<a href=""/movie/Contagion#tab=summary"">Contagion</a>","$60,000,000"
"<a href=""/movie/Any-Given-Sunday#tab=summary"">Any Given Sunday</a>","$60,000,000"
"<a href=""/movie/Horse-Whisperer-The#tab=summary"">The Horse Whisperer</a>","$60,000,000"
"<a href=""/movie/Coraline#tab=summary"">Coraline</a>","$60,000,000"
"<a href=""/movie/Ladder-49#tab=summary"">Ladder 49</a>","$60,000,000"
"<a href=""/movie/Deep-Blue-Sea#tab=summary"">Deep Blue Sea</a>","$60,000,000"
"<a href=""/movie/Michael-Jacksons-This-Is-It#tab=summary"">Michael Jackson's This Is It</a>","$60,000,000"
"<a href=""/movie/Kangaroo-Jack#tab=summary"">Kangaroo Jack</a>","$60,000,000"
"<a href=""/movie/Happening-The#tab=summary"">The Happening</a>","$60,000,000"
"<a href=""/movie/London-Has-Fallen#tab=summary"">London Has Fallen</a>","$60,000,000"
"<a href=""/movie/Rules-of-Engagement#tab=summary"">Rules of Engagement</a>","$60,000,000"
"<a href=""/movie/Shaggy-Dog-The-(2006)#tab=summary"">The Shaggy Dog</a>","$60,000,000"
"<a href=""/movie/Jingle-All-the-Way#tab=summary"">Jingle All the Way</a>","$60,000,000"
"<a href=""/movie/Hellboy#tab=summary"">Hellboy</a>","$60,000,000"
"<a href=""/movie/Jack-Reacher-Never-Go-Back#tab=summary"">Jack Reacher: Never Go Back</a>","$60,000,000"
"<a href=""/movie/Baywatch#tab=summary"">Baywatch</a>","$60,000,000"
"<a href=""/movie/U-S-Marshals#tab=summary"">U.S. Marshals</a>","$60,000,000"
"<a href=""/movie/Civil-Action-A#tab=summary"">A Civil Action</a>","$60,000,000"
"<a href=""/movie/Joy#tab=summary"">Joy</a>","$60,000,000"
"<a href=""/movie/ParaNorman#tab=summary"">ParaNorman</a>","$60,000,000"
"<a href=""/movie/Jackal-The#tab=summary"">The Jackal</a>","$60,000,000"
"<a href=""/movie/Paycheck#tab=summary"">Paycheck</a>","$60,000,000"
"<a href=""/movie/Up-Close-and-Personal#tab=summary"">Up Close &amp; Personal</a>","$60,000,000"
"<a href=""/movie/Tale-of-Despereaux-The#tab=summary"">The Tale of Despereaux</a>","$60,000,000"
"<a href=""/movie/Boxtrolls-The#tab=summary"">The Boxtrolls</a>","$60,000,000"
"<a href=""/movie/Dark-Tower-The#tab=summary"">The Dark Tower</a>","$60,000,000"
"<a href=""/movie/Tuxedo-The#tab=summary"">The Tuxedo</a>","$60,000,000"
"<a href=""/movie/Jack-Ryan-Shadow-Recruit#tab=summary"">Jack Ryan: Shadow Recruit</a>","$60,000,000"
"<a href=""/movie/Under-Siege-2-Dark-Territory#tab=summary"">Under Siege 2: Dark Territory</a>","$60,000,000"
"<a href=""/movie/Miss-Congeniality-2-Armed-and-Fabulous#tab=summary"">Miss Congeniality 2: Armed and Fabulous</a>","$60,000,000"
"<a href=""/movie/Vice-(2018)#tab=summary"">Vice</a>","$60,000,000"
"<a href=""/movie/Alien-Resurrection#tab=summary"">Alien: Resurrection</a>","$60,000,000"
"<a href=""/movie/Shooter#tab=summary"">Shooter</a>","$60,000,000"
"<a href=""/movie/Practical-Magic#tab=summary"">Practical Magic</a>","$60,000,000"
"<a href=""/movie/Gangster-Squad-The#tab=summary"">Gangster Squad</a>","$60,000,000"
"<a href=""/movie/Smurfs-The-Lost-Village#tab=summary"">Smurfs: The Lost Village</a>","$60,000,000"
"<a href=""/movie/First-Man-(2018)#tab=summary"">First Man</a>","$60,000,000"
"<a href=""/movie/Year-One#tab=summary"">Year One</a>","$60,000,000"
"<a href=""/movie/Edge-of-Darkness#tab=summary"">Edge of Darkness</a>","$60,000,000"
"<a href=""/movie/Star-Trek-Nemesis#tab=summary"">Star Trek: Nemesis</a>","$60,000,000"
"<a href=""/movie/Reign-of-Fire#tab=summary"">Reign of Fire</a>","$60,000,000"
"<a href=""/movie/Planet-51#tab=summary"">Planet 51</a>","$60,000,000"
"<a href=""/movie/Duplicity#tab=summary"">Duplicity</a>","$60,000,000"
"<a href=""/movie/Righteous-Kill#tab=summary"">Righteous Kill</a>","$60,000,000"
"<a href=""/movie/Invictus#tab=summary"">Invictus</a>","$60,000,000"
"<a href=""/movie/State-of-Play#tab=summary"">State of Play</a>","$60,000,000"
"<a href=""/movie/My-Favorite-Martian#tab=summary"">My Favorite Martian</a>","$60,000,000"
"<a href=""/movie/Sentinel-The#tab=summary"">The Sentinel</a>","$60,000,000"
"<a href=""/movie/Trouble-with-the-Curve#tab=summary"">Trouble with the Curve</a>","$60,000,000"
"<a href=""/movie/Intolerable-Cruelty#tab=summary"">Intolerable Cruelty</a>","$60,000,000"
"<a href=""/movie/Relic-The#tab=summary"">The Relic</a>","$60,000,000"
"<a href=""/movie/Mercury-Rising#tab=summary"">Mercury Rising</a>","$60,000,000"
"<a href=""/movie/Almost-Famous#tab=summary"">Almost Famous</a>","$60,000,000"
"<a href=""/movie/Cold-Pursuit-(2019)#tab=summary"">Cold Pursuit</a>","$60,000,000"
"<a href=""/movie/Analyze-That#tab=summary"">Analyze That</a>","$60,000,000"
"<a href=""/movie/Soloist-The#tab=summary"">The Soloist</a>","$60,000,000"
"<a href=""/movie/Mortal-Instruments-City-of-Bones-The#tab=summary"">The Mortal Instruments: City of Bones</a>","$60,000,000"
"<a href=""/movie/Legend-of-Bagger-Vance-The#tab=summary"">The Legend of Bagger Vance</a>","$60,000,000"
"<a href=""/movie/Dragonfly#tab=summary"">Dragonfly</a>","$60,000,000"
"<a href=""/movie/Priest-(2010)#tab=summary"">Priest</a>","$60,000,000"
"<a href=""/movie/Garfield-A-Tail-of-Two-Kitties#tab=summary"">Garfield: A Tail of Two Kitties</a>","$60,000,000"
"<a href=""/movie/XXX-State-of-the-Union#tab=summary"">XXX: State of the Union</a>","$60,000,000"
"<a href=""/movie/Event-Horizon#tab=summary"">Event Horizon</a>","$60,000,000"
"<a href=""/movie/Sinbad-Legend-of-the-Seven-Seas#tab=summary"">Sinbad: Legend of the Seven Seas</a>","$60,000,000"
"<a href=""/movie/Dark-Water#tab=summary"">Dark Water</a>","$60,000,000"
"<a href=""/movie/Avengers-The-(1998)#tab=summary"">The Avengers</a>","$60,000,000"
"<a href=""/movie/Black-Dahlia-The#tab=summary"">The Black Dahlia</a>","$60,000,000"
"<a href=""/movie/EDtv#tab=summary"">EDtv</a>","$60,000,000"
"<a href=""/movie/Spirit-The#tab=summary"">The Spirit</a>","$60,000,000"
"<a href=""/movie/Last-Castle-The#tab=summary"">The Last Castle</a>","$60,000,000"
"<a href=""/movie/Inkheart#tab=summary"">Inkheart</a>","$60,000,000"
"<a href=""/movie/Supernova#tab=summary"">Supernova</a>","$60,000,000"
"<a href=""/movie/Flyboys#tab=summary"">Flyboys</a>","$60,000,000"
"<a href=""/movie/Winters-Tale#tab=summary"">Winterâs Tale</a>","$60,000,000"
"<a href=""/movie/Holy-Man#tab=summary"">Holy Man</a>","$60,000,000"
"<a href=""/movie/Meet-Dave#tab=summary"">Meet Dave</a>","$60,000,000"
"<a href=""/movie/Great-Raid-The#tab=summary"">The Great Raid</a>","$60,000,000"
"<a href=""/movie/Rock-Dog-(China)#tab=summary"">Rock Dog</a>","$60,000,000"
"<a href=""/movie/Mortdecai#tab=summary"">Mortdecai</a>","$60,000,000"
"<a href=""/movie/In-the-Name-of-the-King-A-Dungeon-Siege-Tale#tab=summary"">In the Name of the King: A Dungeon Siege Tale</a>","$60,000,000"
"<a href=""/movie/Beyond-Borders#tab=summary"">Beyond Borders</a>","$60,000,000"
"<a href=""/movie/Xi-You-Ji-zhi-Sun-Wu-Kong-San-Da-Bai-Gu-Jing-(China)-(2016)#tab=summary"">Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing</a>","$60,000,000"
"<a href=""/movie/Ridiculous-6-The#tab=summary"">The Ridiculous 6</a>","$60,000,000"
"<a href=""/movie/Sherlock-Gnomes-(2018)#tab=summary"">Sherlock Gnomes</a>","$59,000,000"
"<a href=""/movie/Kid-Who-Would-Be-King-The-(UK)-(2019)#tab=summary"">The Kid Who Would Be King</a>","$59,000,000"
"<a href=""/movie/Deadpool#tab=summary"">Deadpool</a>","$58,000,000"
"<a href=""/movie/American-Sniper#tab=summary"">American Sniper</a>","$58,000,000"
"<a href=""/movie/Goosebumps#tab=summary"">Goosebumps</a>","$58,000,000"
"<a href=""/movie/Rambo-III#tab=summary"">Rambo III</a>","$58,000,000"
"<a href=""/movie/Sabrina#tab=summary"">Sabrina</a>","$58,000,000"
"<a href=""/movie/Red-Tails#tab=summary"">Red Tails</a>","$58,000,000"
"<a href=""/movie/Just-Like-Heaven#tab=summary"">Just Like Heaven</a>","$58,000,000"
"<a href=""/movie/Internship-The#tab=summary"">The Internship</a>","$58,000,000"
"<a href=""/movie/Flintstones-in-Viva-Rock-Vegas#tab=summary"">The Flintstones in Viva Rock Vegas</a>","$58,000,000"
"<a href=""/movie/Leatherheads#tab=summary"">Leatherheads</a>","$58,000,000"
"<a href=""/movie/Life-(2017)#tab=summary"">Life</a>","$58,000,000"
"<a href=""/movie/Did-You-Hear-About-the-Morgans#tab=summary"">Did You Hear About the Morgans?</a>","$58,000,000"
"<a href=""/movie/Che-Part-1-The-Argentine#tab=summary"">Che, Part 1: The Argentine</a>","$58,000,000"
"<a href=""/movie/Sex-and-the-City#tab=summary"">Sex and the City</a>","$57,500,000"
"<a href=""/movie/Resident-Evil-Afterlife#tab=summary"">Resident Evil: Afterlife</a>","$57,500,000"
"<a href=""/movie/Thats-My-Boy#tab=summary"">That's My Boy</a>","$57,500,000"
"<a href=""/movie/Devils-Advocate#tab=summary"">Devil's Advocate</a>","$57,000,000"
"<a href=""/movie/Ghost-Rider-Spirit-of-Vengeance#tab=summary"">Ghost Rider: Spirit of Vengeance</a>","$57,000,000"
"<a href=""/movie/Dragonheart#tab=summary"">Dragonheart</a>","$57,000,000"
"<a href=""/movie/After-the-Sunset#tab=summary"">After the Sunset</a>","$57,000,000"
"<a href=""/movie/Captain-Corellis-Mandolin#tab=summary"">Captain Corelli's Mandolin</a>","$57,000,000"
"<a href=""/movie/Into-the-Woods#tab=summary"">Into the Woods</a>","$56,200,000"
"<a href=""/movie/Anger-Management#tab=summary"">Anger Management</a>","$56,000,000"
"<a href=""/movie/Pacifier-The#tab=summary"">The Pacifier</a>","$56,000,000"
"<a href=""/movie/Walking-Tall#tab=summary"">Walking Tall</a>","$56,000,000"
"<a href=""/movie/Zhuo-yao-ji-(China)-(2015)#tab=summary"">Zhuo yao ji</a>","$56,000,000"
"<a href=""/movie/Joker-(2019)#tab=summary"">Joker</a>","$55,000,000"
"<a href=""/movie/Forrest-Gump#tab=summary"">Forrest Gump</a>","$55,000,000"
"<a href=""/movie/Alvin-and-the-Chipmunks#tab=summary"">Alvin and the Chipmunks</a>","$55,000,000"
"<a href=""/movie/Bohemian-Rhapsody-(2018)#tab=summary"">Bohemian Rhapsody</a>","$55,000,000"
"<a href=""/movie/Hitch#tab=summary"">Hitch</a>","$55,000,000"
"<a href=""/movie/Meet-the-Parents#tab=summary"">Meet the Parents</a>","$55,000,000"
"<a href=""/movie/Pursuit-of-Happyness-The#tab=summary"">The Pursuit of Happyness</a>","$55,000,000"
"<a href=""/movie/Pocahontas#tab=summary"">Pocahontas</a>","$55,000,000"
"<a href=""/movie/Superman#tab=summary"">Superman</a>","$55,000,000"
"<a href=""/movie/Nutty-Professor-The#tab=summary"">The Nutty Professor</a>","$55,000,000"
"<a href=""/movie/Fifty-Shades-Darker#tab=summary"">Fifty Shades Darker</a>","$55,000,000"
"<a href=""/movie/Captain-Phillips#tab=summary"">Captain Phillips</a>","$55,000,000"
"<a href=""/movie/George-Of-The-Jungle#tab=summary"">George Of The Jungle</a>","$55,000,000"
"<a href=""/movie/American-Wedding#tab=summary"">American Wedding</a>","$55,000,000"
"<a href=""/movie/Murder-on-the-Orient-Express-(2017)#tab=summary"">Murder on the Orient Express</a>","$55,000,000"
"<a href=""/movie/Equalizer-The#tab=summary"">The Equalizer</a>","$55,000,000"
"<a href=""/movie/Fifty-Shades-Freed#tab=summary"">Fifty Shades Freed</a>","$55,000,000"
"<a href=""/movie/Casper#tab=summary"">Casper</a>","$55,000,000"
"<a href=""/movie/Date-Night#tab=summary"">Date Night</a>","$55,000,000"
"<a href=""/movie/Maid-in-Manhattan#tab=summary"">Maid in Manhattan</a>","$55,000,000"
"<a href=""/movie/Crimson-Tide#tab=summary"">Crimson Tide</a>","$55,000,000"
"<a href=""/movie/Flightplan#tab=summary"">Flightplan</a>","$55,000,000"
"<a href=""/movie/Disclosure#tab=summary"">Disclosure</a>","$55,000,000"
"<a href=""/movie/City-of-Angels#tab=summary"">City of Angels</a>","$55,000,000"
"<a href=""/movie/Paddington#tab=summary"">Paddington</a>","$55,000,000"
"<a href=""/movie/R-V#tab=summary"">R.V.</a>","$55,000,000"
"<a href=""/movie/Stargate#tab=summary"">Stargate</a>","$55,000,000"
"<a href=""/movie/Kill-Bill-Volume-1#tab=summary"">Kill Bill: Volume 1</a>","$55,000,000"
"<a href=""/movie/Mr-Poppers-Penguins#tab=summary"">Mr. Poppers's Penguins</a>","$55,000,000"
"<a href=""/movie/Bowfinger#tab=summary"">Bowfinger</a>","$55,000,000"
"<a href=""/movie/Kill-Bill-Volume-2#tab=summary"">Kill Bill: Volume 2</a>","$55,000,000"
"<a href=""/movie/Tango-and-Cash#tab=summary"">Tango &amp; Cash</a>","$55,000,000"
"<a href=""/movie/Death-Becomes-Her#tab=summary"">Death Becomes Her</a>","$55,000,000"
"<a href=""/movie/Shanghai-Noon#tab=summary"">Shanghai Noon</a>","$55,000,000"
"<a href=""/movie/Executive-Decision#tab=summary"">Executive Decision</a>","$55,000,000"
"<a href=""/movie/Free-Birds#tab=summary"">Free Birds</a>","$55,000,000"
"<a href=""/movie/Alien-3#tab=summary"">Alien 3</a>","$55,000,000"
"<a href=""/movie/Forbidden-Kingdom-The#tab=summary"">The Forbidden Kingdom</a>","$55,000,000"
"<a href=""/movie/Phantom-of-the-Opera-The-(2004)#tab=summary"">The Phantom of the Opera</a>","$55,000,000"
"<a href=""/movie/Muppets-Most-Wanted#tab=summary"">Muppets Most Wanted</a>","$55,000,000"
"<a href=""/movie/Evita#tab=summary"">Evita</a>","$55,000,000"
"<a href=""/movie/Kubo-and-the-Two-Strings#tab=summary"">Kubo and the Two Strings</a>","$55,000,000"
"<a href=""/movie/Ronin#tab=summary"">Ronin</a>","$55,000,000"
"<a href=""/movie/Burlesque#tab=summary"">Burlesque</a>","$55,000,000"
"<a href=""/movie/Ghost-and-the-Darkness-The#tab=summary"">The Ghost and the Darkness</a>","$55,000,000"
"<a href=""/movie/Changeling-(2008)#tab=summary"">Changeling</a>","$55,000,000"
"<a href=""/movie/Watch-The#tab=summary"">The Watch</a>","$55,000,000"
"<a href=""/movie/Hunted-The-(2003)#tab=summary"">The Hunted</a>","$55,000,000"
"<a href=""/movie/Instinct#tab=summary"">Instinct</a>","$55,000,000"
"<a href=""/movie/Stuck-On-You#tab=summary"">Stuck On You</a>","$55,000,000"
"<a href=""/movie/Semi-Pro#tab=summary"">Semi-Pro</a>","$55,000,000"
"<a href=""/movie/Annihilation#tab=summary"">Annihilation</a>","$55,000,000"
"<a href=""/movie/Crimson-Peak#tab=summary"">Crimson Peak</a>","$55,000,000"
"<a href=""/movie/Pirates-Band-of-Misfits-The#tab=summary"">The Pirates! Band of Misfits</a>","$55,000,000"
"<a href=""/movie/Aeon-Flux#tab=summary"">Aeon Flux</a>","$55,000,000"
"<a href=""/movie/Chain-Reaction#tab=summary"">Chain Reaction</a>","$55,000,000"
"<a href=""/movie/Fan-The#tab=summary"">The Fan</a>","$55,000,000"
"<a href=""/movie/Elizabeth-The-Golden-Age#tab=summary"">Elizabeth: The Golden Age</a>","$55,000,000"
"<a href=""/movie/Imagine-That#tab=summary"">Imagine That</a>","$55,000,000"
"<a href=""/movie/Gods-and-Generals#tab=summary"">Gods and Generals</a>","$55,000,000"
"<a href=""/movie/Turbulence#tab=summary"">Turbulence</a>","$55,000,000"
"<a href=""/movie/Bullet-to-the-Head#tab=summary"">Bullet to the Head</a>","$55,000,000"
"<a href=""/movie/All-the-Kings-Men#tab=summary"">All the King's Men</a>","$55,000,000"
"<a href=""/movie/Thunderbirds#tab=summary"">Thunderbirds</a>","$55,000,000"
"<a href=""/movie/long-dimanche-de-fiancailles-Un#tab=summary"">Un long dimanche de fianÃ§ailles</a>","$55,000,000"
"<a href=""/movie/Lucky-You#tab=summary"">Lucky You</a>","$55,000,000"
"<a href=""/movie/Lolita#tab=summary"">Lolita</a>","$55,000,000"
"<a href=""/movie/Eye-See-You#tab=summary"">Eye See You</a>","$55,000,000"
"<a href=""/movie/Superman-II#tab=summary"">Superman II</a>","$54,000,000"
"<a href=""/movie/Blade-2#tab=summary"">Blade 2</a>","$54,000,000"
"<a href=""/movie/You-Me-and-Dupree#tab=summary"">You, Me and Dupree</a>","$54,000,000"
"<a href=""/movie/Seven-Pounds#tab=summary"">Seven Pounds</a>","$54,000,000"
"<a href=""/movie/Godfather-Part-III-The#tab=summary"">The Godfather: Part III</a>","$54,000,000"
"<a href=""/movie/Elizabethtown#tab=summary"">Elizabethtown</a>","$54,000,000"
"<a href=""/movie/Gigli#tab=summary"">Gigli</a>","$54,000,000"
"<a href=""/movie/Shaft#tab=summary"">Shaft</a>","$53,012,938"
"<a href=""/movie/Dukes-of-Hazzard-The#tab=summary"">The Dukes of Hazzard</a>","$53,000,000"
"<a href=""/movie/Law-Abiding-Citizen#tab=summary"">Law Abiding Citizen</a>","$53,000,000"
"<a href=""/movie/Untitled-Whitey-Bulger-Biopic#tab=summary"">Black Mass</a>","$53,000,000"
"<a href=""/movie/Anastasia#tab=summary"">Anastasia</a>","$53,000,000"
"<a href=""/movie/Moulin-Rouge#tab=summary"">Moulin Rouge</a>","$53,000,000"
"<a href=""/movie/Domestic-Disturbance#tab=summary"">Domestic Disturbance</a>","$53,000,000"
"<a href=""/movie/Flags-of-Our-Fathers#tab=summary"">Flags of Our Fathers</a>","$53,000,000"
"<a href=""/movie/Grindhouse#tab=summary"">Grindhouse</a>","$53,000,000"
"<a href=""/movie/Beloved#tab=summary"">Beloved</a>","$53,000,000"
"<a href=""/movie/Zero-Dark-Thirty#tab=summary"">Zero Dark Thirty</a>","$52,500,000"
"<a href=""/movie/Catch-Me-if-You-Can#tab=summary"">Catch Me if You Can</a>","$52,000,000"
"<a href=""/movie/Mamma-Mia#tab=summary"">Mamma Mia!</a>","$52,000,000"
"<a href=""/movie/Break-Up-The#tab=summary"">The Break-Up</a>","$52,000,000"
"<a href=""/movie/Valentines-Day#tab=summary"">Valentine's Day</a>","$52,000,000"
"<a href=""/movie/Casino#tab=summary"">Casino</a>","$52,000,000"
"<a href=""/movie/Change-Up-The#tab=summary"">The Change-Up</a>","$52,000,000"
"<a href=""/movie/Thin-Red-Line-The#tab=summary"">The Thin Red Line</a>","$52,000,000"
"<a href=""/movie/Man-on-the-Moon#tab=summary"">Man on the Moon</a>","$52,000,000"
"<a href=""/movie/From-Paris-With-Love#tab=summary"">From Paris With Love</a>","$52,000,000"
"<a href=""/movie/Bulletproof-Monk#tab=summary"">Bulletproof Monk</a>","$52,000,000"
"<a href=""/movie/Me-Myself-and-Irene#tab=summary"">Me, Myself &amp; Irene</a>","$51,000,000"
"<a href=""/movie/Barnyard-The-Original-Party-Animals#tab=summary"">Barnyard: The Original Party Animals</a>","$51,000,000"
"<a href=""/movie/Alpha-(2018)#tab=summary"">Alpha</a>","$51,000,000"
"<a href=""/movie/Deck-the-Halls#tab=summary"">Deck the Halls</a>","$51,000,000"
"<a href=""/movie/Adjustment-Bureau-The#tab=summary"">The Adjustment Bureau</a>","$50,200,000"
"<a href=""/movie/Twilight-Saga-New-Moon-The#tab=summary"">The Twilight Saga: New Moon</a>","$50,000,000"
"<a href=""/movie/Shrek#tab=summary"">Shrek</a>","$50,000,000"
"<a href=""/movie/Ted#tab=summary"">Ted</a>","$50,000,000"
"<a href=""/movie/22-Jump-Street#tab=summary"">22 Jump Street</a>","$50,000,000"
"<a href=""/movie/Robin-Hood-Prince-of-Thieves#tab=summary"">Robin Hood: Prince of Thieves</a>","$50,000,000"
"<a href=""/movie/Jerry-Maguire#tab=summary"">Jerry Maguire</a>","$50,000,000"
"<a href=""/movie/Daddys-Home-(2015)#tab=summary"">Daddyâs Home</a>","$50,000,000"
"<a href=""/movie/As-Good-as-it-Gets#tab=summary"">As Good as it Gets</a>","$50,000,000"
"<a href=""/movie/Patch-Adams#tab=summary"">Patch Adams</a>","$50,000,000"
"<a href=""/movie/Central-Intelligence#tab=summary"">Central Intelligence</a>","$50,000,000"
"<a href=""/movie/Anchorman-2#tab=summary"">Anchorman 2: The Legend Continues</a>","$50,000,000"
"<a href=""/movie/Super-8#tab=summary"">Super 8</a>","$50,000,000"
"<a href=""/movie/Mr-Deeds#tab=summary"">Mr. Deeds</a>","$50,000,000"
"<a href=""/movie/Erin-Brockovich#tab=summary"">Erin Brockovich</a>","$50,000,000"
"<a href=""/movie/Creed-II-(2018)#tab=summary"">Creed II</a>","$50,000,000"
"<a href=""/movie/Peter-Rabbit-(2018)#tab=summary"">Peter Rabbit</a>","$50,000,000"
"<a href=""/movie/How-to-Lose-a-Guy-in-10-Days#tab=summary"">How to Lose a Guy in 10 Days</a>","$50,000,000"
"<a href=""/movie/Interview-with-the-Vampire-The-Vampire-Chronicles#tab=summary"">Interview with the Vampire: The Vampire Chronicles</a>","$50,000,000"
"<a href=""/movie/Mule-The-(2018)#tab=summary"">The Mule</a>","$50,000,000"
"<a href=""/movie/Yes-Man#tab=summary"">Yes Man</a>","$50,000,000"
"<a href=""/movie/Non-Stop-(2013)#tab=summary"">Non-Stop</a>","$50,000,000"
"<a href=""/movie/Stepmom#tab=summary"">Stepmom</a>","$50,000,000"
"<a href=""/movie/Planes#tab=summary"">Disney Planes</a>","$50,000,000"
"<a href=""/movie/Failure-to-Launch#tab=summary"">Failure to Launch</a>","$50,000,000"
"<a href=""/movie/Inside-Man#tab=summary"">Inside Man</a>","$50,000,000"
"<a href=""/movie/Emoji-Movie-The#tab=summary"">The Emoji Movie</a>","$50,000,000"
"<a href=""/movie/Crazy-Stupid-Love#tab=summary"">Crazy, Stupid, Love</a>","$50,000,000"
"<a href=""/movie/Post-The#tab=summary"">The Post</a>","$50,000,000"
"<a href=""/movie/Payback-(1999)#tab=summary"">Payback</a>","$50,000,000"
"<a href=""/movie/Congo#tab=summary"">Congo</a>","$50,000,000"
"<a href=""/movie/Knowing#tab=summary"">Knowing</a>","$50,000,000"
"<a href=""/movie/Ring-Two-The#tab=summary"">The Ring Two</a>","$50,000,000"
"<a href=""/movie/We-Bought-a-Zoo#tab=summary"">We Bought a Zoo</a>","$50,000,000"
"<a href=""/movie/Moneyball#tab=summary"">Moneyball</a>","$50,000,000"
